ticker,name_cn,date,close,turnover_rate
801120.SL,食品饮料,2025-07-25,17046.54,7.7688
801120.SL,食品饮料,2025-08-01,16676.01,10.0601
801120.SL,食品饮料,2025-08-08,16781.2,7.3726
801120.SL,食品饮料,2025-08-15,16861.07,8.3822
801120.SL,食品饮料,2025-08-22,17416.22,11.2595
801120.SL,食品饮料,2025-08-29,17786.45,12.1649
801120.SL,食品饮料,2025-09-05,17612.7,9.9958
801120.SL,食品饮料,2025-09-12,17802.98,8.4669
801120.SL,食品饮料,2025-09-19,17352.33,8.0688
801120.SL,食品饮料,2025-09-26,16919.9,6.71
801120.SL,食品饮料,2025-09-30,17049.15,2.4616
801120.SL,食品饮料,2025-10-10,17022.92,2.8187
801120.SL,食品饮料,2025-10-17,17168.83,6.8638
801120.SL,食品饮料,2025-10-24,17005.97,5.4625
801120.SL,食品饮料,2025-10-31,16967.17,6.6017
801120.SL,食品饮料,2025-11-07,16871.88,6.3604
801120.SL,食品饮料,2025-11-14,17346.93,9.8085
801120.SL,食品饮料,2025-11-21,17097.72,7.403
801120.SL,食品饮料,2025-11-28,17110.46,6.4195
801120.SL,食品饮料,2025-12-05,16785.04,8.1854
801120.SL,食品饮料,2025-12-12,16511.99,9.4277
801120.SL,食品饮料,2025-12-19,16685.08,11.0544
801120.SL,食品饮料,2025-12-26,16592.03,9.0955
801120.SL,食品饮料,2025-12-31,16217.81,4.1126
801120.SL,食品饮料,2026-01-09,16562.05,7.6352
801120.SL,食品饮料,2026-01-16,16214.18,8.8621
801120.SL,食品饮料,2026-01-23,15985.0,7.8361
801120.SL,食品饮料,2026-01-30,16234.4,9.7593
801120.SL,食品饮料,2026-02-06,16934.73,10.2658
801120.SL,食品饮料,2026-02-13,16509.82,6.9173
801120.SL,食品饮料,2026-02-27,16255.31,4.8219
801120.SL,食品饮料,2026-03-06,15852.88,7.1205
801120.SL,食品饮料,2026-03-13,15895.36,5.9473
801120.SL,食品饮料,2026-03-20,15818.37,7.1731
801120.SL,食品饮料,2026-03-27,15661.35,7.612
801120.SL,食品饮料,2026-04-03,15797.28,7.4533
801120.SL,食品饮料,2026-04-10,15793.32,5.4992
801120.SL,食品饮料,2026-04-17,15524.12,7.9967
801120.SL,食品饮料,2026-04-24,15803.31,8.4825
801120.SL,食品饮料,2026-04-30,15609.46,8.3501
801120.SL,食品饮料,2026-05-08,15432.27,6.1616
801120.SL,食品饮料,2026-05-15,14950.45,9.6446
801120.SL,食品饮料,2026-05-22,14522.54,9.0001
801120.SL,食品饮料,2026-05-29,14762.62,9.9221
801120.SL,食品饮料,2026-06-05,14085.68,9.5546
801120.SL,食品饮料,2026-06-12,14114.75,8.9375
801120.SL,食品饮料,2026-06-18,13386.59,6.8535
801120.SL,食品饮料,2026-06-26,12941.66,8.7883
801120.SL,食品饮料,2026-07-03,13207.68,8.7152
801120.SL,食品饮料,2026-07-10,13217.34,7.7262
801120.SL,食品饮料,2026-07-17,13576.65,9.8033
801120.SL,食品饮料,2026-07-24,13757.19,9.5114
801120.SL,食品饮料,2026-07-31,14532.99,10.5449
801120.SL,食品饮料,2026-08-07,14131.94,9.6959
801120.SL,食品饮料,2026-08-14,14328.89,10.7557
801120.SL,食品饮料,2026-08-21,13788.89,10.9771
801120.SL,食品饮料,2026-08-28,13945.5,8.669
801130.SL,纺织服饰,2025-06-06,1576.7,11.2309
801130.SL,纺织服饰,2025-06-13,1577.54,14.2684
801130.SL,纺织服饰,2025-06-20,1496.82,13.1153
801130.SL,纺织服饰,2025-06-27,1555.5,12.154
801130.SL,纺织服饰,2025-07-04,1576.66,15.1861
801130.SL,纺织服饰,2025-07-11,1602.14,17.9367
801130.SL,纺织服饰,2025-07-18,1605.96,13.4708
801130.SL,纺织服饰,2025-07-25,1629.26,12.1701
801130.SL,纺织服饰,2025-08-01,1594.38,12.4788
801130.SL,纺织服饰,2025-08-08,1661.82,13.5935
801130.SL,纺织服饰,2025-08-15,1638.97,14.8491
801130.SL,纺织服饰,2025-08-22,1680.05,15.7606
801130.SL,纺织服饰,2025-08-29,1631.81,15.2111
801130.SL,纺织服饰,2025-09-05,1654.24,17.1128
801130.SL,纺织服饰,2025-09-12,1665.37,15.4269
801130.SL,纺织服饰,2025-09-19,1661.08,18.6742
801130.SL,纺织服饰,2025-09-26,1618.03,15.6643
801130.SL,纺织服饰,2025-09-30,1616.7,4.5747
801130.SL,纺织服饰,2025-10-10,1642.62,5.253
801130.SL,纺织服饰,2025-10-17,1637.53,13.1741
801130.SL,纺织服饰,2025-10-24,1643.67,12.5805
801130.SL,纺织服饰,2025-10-31,1660.68,12.307
801130.SL,纺织服饰,2025-11-07,1673.96,13.6766
801130.SL,纺织服饰,2025-11-14,1747.74,15.5444
801130.SL,纺织服饰,2025-11-21,1663.8,16.688
801130.SL,纺织服饰,2025-11-28,1709.63,13.2875
801130.SL,纺织服饰,2025-12-05,1682.2,12.0751
801130.SL,纺织服饰,2025-12-12,1638.94,13.0886
801130.SL,纺织服饰,2025-12-19,1674.68,11.5153
801130.SL,纺织服饰,2025-12-26,1684.9,10.8432
801130.SL,纺织服饰,2025-12-31,1692.13,7.6646
801130.SL,纺织服饰,2026-01-09,1737.03,12.6784
801130.SL,纺织服饰,2026-01-16,1727.5,14.3208
801130.SL,纺织服饰,2026-01-23,1804.85,11.7691
801130.SL,纺织服饰,2026-01-30,1792.52,15.9881
801130.SL,纺织服饰,2026-02-06,1816.24,13.3812
801130.SL,纺织服饰,2026-02-13,1765.87,10.6821
801130.SL,纺织服饰,2026-02-27,1791.75,8.0768
801130.SL,纺织服饰,2026-03-06,1741.51,11.1278
801130.SL,纺织服饰,2026-03-13,1731.65,9.5391
801130.SL,纺织服饰,2026-03-20,1637.66,9.2402
801130.SL,纺织服饰,2026-03-27,1656.98,10.4209
801130.SL,纺织服饰,2026-04-03,1619.53,8.8714
801130.SL,纺织服饰,2026-04-10,1679.99,6.9615
801130.SL,纺织服饰,2026-04-17,1696.83,10.3265
801130.SL,纺织服饰,2026-04-24,1699.57,10.2697
801130.SL,纺织服饰,2026-04-30,1739.15,10.9725
801130.SL,纺织服饰,2026-05-08,1758.05,8.7391
801130.SL,纺织服饰,2026-05-15,1720.52,12.7074
801130.SL,纺织服饰,2026-05-22,1678.24,10.6941
801130.SL,纺织服饰,2026-05-29,1592.86,10.0536
