证券代码,证券简称,日期,收盘价
HSHCI.HK,恒生医疗保健,20250818,4506.12
HSI.HK,恒生指数,20250818,25176.85
HSTECH.HK,恒生科技,20250818,5579.18
HSHCI.HK,恒生医疗保健,20250815,4437.44
HSI.HK,恒生指数,20250815,25270.07
HSTECH.HK,恒生科技,20250815,5543.17
HSHCI.HK,恒生医疗保健,20250814,4327.42
HSI.HK,恒生指数,20250814,25519.32
HSTECH.HK,恒生科技,20250814,5576.03
HSHCI.HK,恒生医疗保健,20250813,4302.61
HSI.HK,恒生指数,20250813,25613.67
HSTECH.HK,恒生科技,20250813,5630.78
HSHCI.HK,恒生医疗保健,20250812,4122.98
HSI.HK,恒生指数,20250812,24969.68
HSTECH.HK,恒生科技,20250812,5439.16
HSHCI.HK,恒生医疗保健,20250811,4166.26
HSI.HK,恒生指数,20250811,24906.81
HSTECH.HK,恒生科技,20250811,5460.02
HSHCI.HK,恒生医疗保健,20250808,4142.35
HSI.HK,恒生指数,20250808,24858.82
HSTECH.HK,恒生科技,20250808,5460.3
HSHCI.HK,恒生医疗保健,20250807,4181.14
HSI.HK,恒生指数,20250807,25081.63
HSTECH.HK,恒生科技,20250807,5546.73
HSHCI.HK,恒生医疗保健,20250806,4307.28
HSI.HK,恒生指数,20250806,24910.63
HSTECH.HK,恒生科技,20250806,5532.17
HSHCI.HK,恒生医疗保健,20250805,4300.12
HSI.HK,恒生指数,20250805,24902.53
HSTECH.HK,恒生科技,20250805,5521.07
HSHCI.HK,恒生医疗保健,20250804,4149.84
HSI.HK,恒生指数,20250804,24733.45
HSTECH.HK,恒生科技,20250804,5481.25
HSHCI.HK,恒生医疗保健,20250801,4132.88
HSI.HK,恒生指数,20250801,24507.81
HSTECH.HK,恒生科技,20250801,5397.4
